        Frequency / MHz                S1,1 (31765)/abs,linear
                  1536.2                      0.98694388
                  1538.8                      0.98628354
                  1541.4                      0.98559134
                    1544                      0.98486591
                  1546.6                      0.98410594
                  1549.2                      0.98331017
                  1551.8                      0.98247723
                  1554.4                       0.9816056
                    1557                      0.98069351
                  1559.6                      0.97973909
                  1562.2                       0.9787403
                  1564.8                      0.97769519
                  1567.4                      0.97660191
                    1570                      0.97545868
                  1572.6                      0.97426348
                  1575.2                      0.97301405
                  1577.8                      0.97170788
                  1580.4                      0.97034218
                    1583                      0.96891415
                  1585.6                      0.96742114
                  1588.2                      0.96586063
                  1590.8                      0.96423008
                  1593.4                      0.96252659
                    1596                      0.96074687
                  1598.6                      0.95888724
                  1601.2                      0.95694383
                  1603.8                      0.95491296
                  1606.4                      0.95279107
                    1609                      0.95057481
                  1611.6                      0.94826068
                  1614.2                      0.94584449
                  1616.8                       0.9433215
                  1619.4                      0.94068658
                    1622                      0.93793477
                  1624.6                      0.93506128
                  1627.2                      0.93206164
                  1629.8                      0.92893158
                  1632.4                       0.9256662
                    1635                      0.92225964
                  1637.6                      0.91870551
                  1640.2                      0.91499727
                  1642.8                      0.91112879
                  1645.4                      0.90709445
                    1648                      0.90288913
                  1650.6                       0.8985073
                  1653.2                      0.89394253
                  1655.8                      0.88918738
                  1658.4                      0.88423378
                    1661                      0.87907422
                  1663.6                      0.87370244
                  1666.2                      0.86811263
                  1668.8                      0.86229918
                  1671.4                      0.85625563
                    1674                      0.84997462
                  1676.6                      0.84344744
                  1679.2                      0.83666564
                  1681.8                      0.82962275
                  1684.4                      0.82231357
                    1687                       0.8147335
                  1689.6                      0.80687781
                  1692.2                      0.79874025
                  1694.8                      0.79031357
                  1697.4                      0.78159022
                    1700                       0.7725648
                  1702.6                      0.76323433
                  1705.2                      0.75359778
                  1707.8                      0.74365452
                  1710.4                      0.73340226
                    1713                      0.72283763
                  1715.6                       0.7119579
                  1718.2                      0.70076166
                  1720.8                      0.68925135
                  1723.4                      0.67743296
                    1726                      0.66531496
                  1728.6                      0.65290426
                  1731.2                      0.64020677
                  1733.8                      0.62723031
                  1736.4                      0.61398558
                    1739                      0.60048894
                  1741.6                      0.58676398
                  1744.2                      0.57283893
                  1746.8                      0.55874516
                  1749.4                      0.54451585
                    1752                      0.53019044
                  1754.6                      0.51581793
                  1757.2                      0.50146218
                  1759.8                      0.48720364
                  1762.4                       0.4731386
                    1765                      0.45937886
                  1767.6                      0.44605363
                  1770.2                      0.43331154
                  1772.8                      0.42132719
                  1775.4                      0.41030335
                    1778                      0.40046292
                  1780.6                       0.3920333
                  1783.2                       0.3852237
                  1785.8                      0.38019704
                  1788.4                      0.37703968
                    1791                      0.37572926
                  1793.6                      0.37609857
                  1796.2                      0.37781192
                  1798.8                      0.38036416
                  1801.4                      0.38311803
                    1804                      0.38537346
                  1806.6                      0.38646085
                  1809.2                      0.38582604
                  1811.8                      0.38309062
                  1814.4                      0.37807811
                    1817                      0.37080365
                  1819.6                      0.36144143
                  1822.2                      0.35027599
                  1824.8                      0.33764947
                  1827.4                      0.32391578
                    1830                       0.3094076
                  1832.6                      0.29441625
                  1835.2                      0.27918828
                  1837.8                      0.26393135
                  1840.4                      0.24881798
                    1843                      0.23399016
                  1845.6                      0.21956455
                  1848.2                      0.20563463
                  1850.8                      0.19227712
                  1853.4                       0.1795593
                    1856                      0.16754674
                  1858.6                      0.15630643
                  1861.2                      0.14590591
                  1863.8                      0.13641106
                  1866.4                       0.1278827
                    1869                      0.12037771
                  1871.6                       0.1139471
                  1874.2                      0.10863326
                  1876.8                      0.10446087
                  1879.4                      0.10142579
                    1882                     0.099486633
                  1884.6                     0.098566009
                  1887.2                     0.098558951
                  1889.8                     0.099343994
                  1892.4                      0.10079505
                    1895                      0.10278767
                  1897.6                       0.1052007
                  1900.2                      0.10792098
                  1902.8                       0.1108473
                  1905.4                       0.1138965
                    1908                      0.11700205
                  1910.6                      0.12011374
                  1913.2                      0.12319174
                  1915.8                      0.12620204
                  1918.4                      0.12911513
                    1921                      0.13190664
                  1923.6                      0.13455858
                  1926.2                      0.13706272
                  1928.8                      0.13941688
                  1931.4                      0.14162151
                    1934                      0.14367619
                  1936.6                      0.14557919
                  1939.2                      0.14732911
                  1941.8                      0.14892648
                  1944.4                      0.15037763
                    1947                       0.1516925
                  1949.6                       0.1528818
                  1952.2                      0.15395406
                  1954.8                      0.15491431
                  1957.4                      0.15576609
                    1960                       0.1565137
                  1962.6                      0.15716485
                  1965.2                      0.15773152
                  1967.8                      0.15822572
                  1970.4                      0.15865791
                    1973                      0.15903397
                  1975.6                      0.15935685
                  1978.2                      0.15963024
                  1980.8                      0.15986003
                  1983.4                      0.16005638
                    1986                      0.16023037
                  1988.6                       0.1603915
                  1991.2                       0.1605451
                  1993.8                      0.16069272
                  1996.4                      0.16083562
                    1999                       0.1609771
                  2001.6                       0.1611243
                  2004.2                      0.16128643
                  2006.8                      0.16147156
                  2009.4                       0.1616837
                    2012                      0.16192305
                  2014.6                      0.16218835
                  2017.2                      0.16247972
                  2019.8                      0.16280116
                  2022.4                      0.16315926
                    2025                      0.16356034
                  2027.6                      0.16400712
                  2030.2                      0.16449844
                  2032.8                      0.16503051
                  2035.4                      0.16560042
                    2038                      0.16620868
                  2040.6                      0.16685912
                  2043.2                      0.16755595
                  2045.8                      0.16830107
                  2048.4                      0.16909161
                    2051                      0.16992196
                  2053.6                      0.17078677
                  2056.2                      0.17168342
                  2058.8                      0.17261288
                  2061.4                      0.17357758
                    2064                      0.17457863
                  2066.6                      0.17561307
                  2069.2                      0.17667415
                  2071.8                       0.1777552
                  2074.4                      0.17885118
                    2077                      0.17996131
                  2079.6                      0.18108761
                  2082.2                      0.18223088
                  2084.8                      0.18338896
                  2087.4                      0.18455667
                    2090                      0.18572687
                  2092.6                      0.18689443
                  2095.2                      0.18805839
                  2097.8                         0.18922
                  2100.4                      0.19038246
                    2103                      0.19154595
                  2105.6                      0.19270665
                  2108.2                       0.1938601
                  2110.8                      0.19500148
                  2113.4                      0.19613074
                    2116                      0.19725031
                  2118.6                      0.19836451
                  2121.2                      0.19947564
                  2123.8                      0.20058399
                  2126.4                      0.20168575
                    2129                      0.20277785
                  2131.6                      0.20386056
                  2134.2                      0.20493567
                  2136.8                      0.20600912
                  2139.4                      0.20708564
                    2142                      0.20816489
                  2144.6                      0.20924641
                  2147.2                      0.21032614
                  2149.8                      0.21140385
                  2152.4                       0.2124807
                    2155                      0.21356135
                  2157.6                      0.21465181
                  2160.2                       0.2157519
                  2162.8                      0.21686116
                  2165.4                      0.21797505
                    2168                      0.21909241
                  2170.6                      0.22021269
                  2173.2                      0.22133952
                  2175.8                       0.2224777
                  2178.4                      0.22362867
                    2181                      0.22479087
                  2183.6                      0.22596008
                  2186.2                      0.22713296
                  2188.8                      0.22830843
                  2191.4                      0.22948911
                    2194                      0.23067838
                  2196.6                      0.23187881
                  2199.2                       0.2330902
                  2201.8                      0.23430817
                  2204.4                      0.23552826
                    2207                      0.23674901
                  2209.6                      0.23797166
                  2212.2                      0.23920065
                  2214.8                      0.24043951
                  2217.4                      0.24168922
                    2220                      0.24294748
                  2222.6                      0.24421039
                  2225.2                      0.24547492
                  2227.8                      0.24674317
                  2230.4                      0.24801934
                    2233                      0.24930835
                  2235.6                      0.25061276
                  2238.2                      0.25193093
                  2240.8                      0.25325691
                  2243.4                      0.25458433
                    2246                      0.25590638
                  2248.6                      0.25721899
                  2251.2                      0.25851486
                  2253.8                      0.25978266
                  2256.4                      0.26100423
                    2259                      0.26215659
                  2261.6                      0.26321622
                  2264.2                      0.26416613
                  2266.8                       0.2649998
                  2269.4                      0.26572222
                    2272                      0.26634689
                  2274.6                      0.26688973
                  2277.2                      0.26736562
                  2279.8                      0.26778707
                  2282.4                      0.26816427
                    2285                      0.26850744
                  2287.6                      0.26882761
                  2290.2                      0.26913485
                  2292.8                      0.26943532
                  2295.4                       0.2697296
                    2298                       0.2700128
                  2300.6                      0.27027808
                  2303.2                      0.27052046
                  2305.8                      0.27073848
                  2308.4                        0.270934
                    2311                      0.27110957
                  2313.6                      0.27126419
                  2316.2                      0.27139323
                  2318.8                      0.27148834
                  2321.4                      0.27154183
                    2324                      0.27154984
                  2326.6                      0.27151206
                  2329.2                      0.27143024
                  2331.8                      0.27130513
                  2334.4                      0.27113228
                    2337                      0.27090271
                  2339.6                      0.27060557
                  2342.2                      0.27023126
                  2344.8                      0.26977407
                  2347.4                      0.26923071
                    2350                      0.26859765
                  2352.6                       0.2678665
                  2355.2                       0.2670227
                  2357.8                      0.26604587
                  2360.4                      0.26491419
                    2363                        0.263607
                  2365.6                      0.26210524
                  2368.2                      0.26039006
                  2370.8                      0.25843783
                  2373.4                      0.25621732
                    2376                      0.25368986
                  2378.6                      0.25081379
                  2381.2                      0.24754905
                  2383.8                       0.2438635
                  2386.4                      0.23973589
                    2389                      0.23515902
                  2391.6                      0.23014059
                  2394.2                      0.22471054
                  2396.8                      0.21893086
                  2399.4                      0.21290516
                    2402                      0.20678771
                  2404.6                      0.20077889
                  2407.2                      0.19510797
                  2409.8                      0.19000931
                  2412.4                      0.18568753
                    2415                      0.18229043
                  2417.6                      0.17989245
                  2420.2                      0.17849231
                  2422.8                      0.17802365
                  2425.4                      0.17837233
                    2428                      0.17939733
                  2430.6                      0.18094792
                  2433.2                      0.18287652
                  2435.8                      0.18505552
                  2438.4                      0.18737903
                    2441                      0.18976925
                  2443.6                      0.19217551
                  2446.2                      0.19456514
                  2448.8                      0.19691909
                  2451.4                      0.19922449
                    2454                      0.20146986
                  2456.6                      0.20364969
                  2459.2                       0.2057639
                  2461.8                      0.20781931
                  2464.4                      0.20983036
                    2467                      0.21181233
                  2469.6                      0.21377898
                  2472.2                      0.21573843
                  2474.8                      0.21769459
                  2477.4                      0.21965056
                    2480                      0.22161384
                  2482.6                      0.22359544
                  2485.2                      0.22561007
                  2487.8                      0.22767177
                  2490.4                       0.2297897
                    2493                      0.23196593
                  2495.6                      0.23420008
                  2498.2                      0.23649229
                  2500.8                      0.23884602
                  2503.4                      0.24127143
                    2506                      0.24377897
                  2508.6                      0.24637532
                  2511.2                      0.24906371
                  2513.8                      0.25183835
                  2516.4                      0.25469337
                    2519                       0.2576254
                  2521.6                      0.26063496
                  2524.2                      0.26372826
                  2526.8                      0.26690897
                  2529.4                      0.27017516
                    2532                      0.27351896
                  2534.6                      0.27692599
                  2537.2                      0.28038073
                  2539.8                      0.28387436
                  2542.4                      0.28740058
                    2545                      0.29095402
                  2547.6                      0.29452669
                  2550.2                      0.29809961
                  2552.8                       0.3016485
                  2555.4                      0.30514494
                    2558                      0.30856271
                  2560.6                      0.31188433
                  2563.2                       0.3150991
                  2565.8                       0.3181974
                  2568.4                      0.32116864
                    2571                      0.32400106
                  2573.6                      0.32668511
                  2576.2                      0.32922319
                  2578.8                      0.33163551
                  2581.4                      0.33396093
                    2584                      0.33625301
                  2586.6                      0.33856835
                  2589.2                      0.34095985
                  2591.8                      0.34347327
                  2594.4                      0.34614861
                    2597                      0.34902282
                  2599.6                      0.35213314
                  2602.2                      0.35551196
                  2604.8                      0.35917947
                  2607.4                      0.36313975
                    2610                      0.36737513
                  2612.6                       0.3718552
                  2615.2                      0.37654821
                  2617.8                      0.38142583
                  2620.4                      0.38647069
                    2623                       0.3916687
                  2625.6                      0.39700064
                  2628.2                      0.40243876
                  2630.8                      0.40794579
                  2633.4                       0.4134809
                    2636                      0.41901539
                  2638.6                      0.42452877
                  2641.2                      0.43001185
                  2643.8                      0.43545726
                  2646.4                      0.44084638
                    2649                      0.44614968
                  2651.6                      0.45133118
                  2654.2                      0.45635695
                  2656.8                      0.46120692
                  2659.4                      0.46587566
                    2662                      0.47036684
                  2664.6                      0.47468498
                  2667.2                      0.47883062
                  2669.8                      0.48280217
                  2672.4                      0.48660656
                    2675                      0.49027082
                  2677.6                      0.49384453
                  2680.2                      0.49739667
                  2682.8                      0.50099975
                  2685.4                      0.50471639
                    2688                      0.50859085
                  2690.6                      0.51264912
                  2693.2                        0.516907
                  2695.8                      0.52137674
                  2698.4                      0.52606879
                    2701                      0.53098435
                  2703.6                      0.53611178
                  2706.2                         0.54142
                  2708.8                      0.54686402
                  2711.4                      0.55239868
                    2714                       0.5579871
                  2716.6                      0.56360706
                  2719.2                      0.56925019
                  2721.8                      0.57490737
                  2724.4                      0.58056338
                    2727                      0.58619402
                  2729.6                      0.59177176
                  2732.2                      0.59727648
                  2734.8                      0.60270155
                  2737.4                      0.60805114
                    2740                      0.61333468
                  2742.6                      0.61855452
                  2745.2                      0.62369954
                  2747.8                      0.62875495
                  2750.4                      0.63370339
                    2753                      0.63853909
                  2755.6                       0.6432691
                  2758.2                      0.64790496
                  2760.8                       0.6524555
                  2763.4                      0.65692016
                    2766                       0.6612871
                  2768.6                       0.6655453
                  2771.2                       0.6696933
                  2773.8                      0.67374181
                  2776.4                      0.67771443
                    2779                      0.68163628
                  2781.6                      0.68552413
                  2784.2                      0.68938473
                  2786.8                      0.69321732
                  2789.4                       0.6970232
                    2792                      0.70081058
                  2794.6                      0.70459534
                  2797.2                      0.70839187
                  2799.8                      0.71220369
                  2802.4                       0.7160203
                    2805                      0.71981923
                  2807.6                      0.72357961
                  2810.2                      0.72728732
                  2812.8                      0.73094266
                  2815.4                      0.73455558
                    2818                      0.73813199
                  2820.6                      0.74166673
                  2823.2                      0.74514535
                  2825.8                      0.74854923
                  2828.4                      0.75186582
                    2831                      0.75509764
                  2833.6                      0.75825488
                  2836.2                      0.76135092
                  2838.8                      0.76438875
                  2841.4                      0.76735759
                    2844                       0.7702395
                  2846.6                      0.77301686
                  2849.2                      0.77568276
                  2851.8                      0.77824294
                  2854.4                      0.78070704
                    2857                      0.78307878
                  2859.6                      0.78534887
                  2862.2                      0.78749606
                  2864.8                      0.78949741
                  2867.4                      0.79133807
                    2870                      0.79301658
                  2872.6                       0.7945441
                  2875.2                      0.79593348
                  2877.8                      0.79719292
                  2880.4                      0.79832432
                    2883                      0.79933031
                  2885.6                      0.80022449
                  2888.2                      0.80103973
                  2890.8                      0.80182617
                  2893.4                      0.80264092
                    2896                      0.80353461
                  2898.6                      0.80454112
                  2901.2                      0.80567604
                  2903.8                      0.80694342
                  2906.4                      0.80834538
                    2909                      0.80988554
                  2911.6                      0.81156784
                  2914.2                      0.81338836
                  2916.8                      0.81532847
                  2919.4                      0.81735691
                    2922                      0.81943671
                  2924.6                      0.82153758
                  2927.2                      0.82364477
                  2929.8                      0.82575563
                  2932.4                       0.8278732
                    2935                      0.82999435
                  2937.6                      0.83210548
                  2940.2                      0.83418604
                  2942.8                      0.83621783
                  2945.4                      0.83819376
                    2948                      0.84012118
                  2950.6                      0.84201344
                  2953.2                      0.84388003
                  2955.8                       0.8457192
                  2958.4                      0.84751752
                    2961                      0.84925908
                  2963.6                      0.85093497
                  2966.2                      0.85254939
                  2968.8                      0.85411598
                  2971.4                      0.85564808
                    2974                      0.85714874
                  2976.6                      0.85860824
                  2979.2                       0.8600099
                  2981.8                       0.8613403
                  2984.4                      0.86259845
                    2987                      0.86379567
                  2989.6                      0.86494807
                  2992.2                      0.86606633
                  2994.8                      0.86714921
                  2997.4                      0.86818604
                    3000                      0.86916746

        Frequency / MHz                S1,1 (31777)/abs,linear
----------------------------------------------------------------------
                     400                      0.99911242
                   402.6                       0.9991995
                   405.2                      0.99929241
                   407.8                      0.99931022
                   410.4                      0.99922169
                     413                      0.99906676
                   415.6                      0.99893036
                   418.2                      0.99888478
                   420.8                      0.99894011
                   423.4                      0.99903708
                     426                      0.99908658
                   428.6                      0.99902953
                   431.2                      0.99887737
                   433.8                      0.99870577
                   436.4                      0.99860396
                     439                      0.99861363
                   441.6                      0.99869976
                   444.2                      0.99877326
                   446.8                      0.99875028
                   449.4                      0.99860904
                     452                      0.99840677
                   454.6                      0.99824265
                   457.2                      0.99819044
                   459.8                      0.99824695
                   462.4                       0.9983326
                     465                      0.99834329
                   467.6                      0.99822012
                   470.2                      0.99799143
                   472.8                      0.99775723
                   475.4                      0.99762242
                     478                      0.99762396
                   480.6                      0.99770312
                   483.2                       0.9977422
                   485.8                      0.99764185
                   488.4                      0.99738958
                     491                      0.99707369
                   493.6                      0.99682734
                   496.2                      0.99673693
                   498.8                      0.99677927
                   501.4                      0.99683262
                     504                      0.99675426
                   506.6                      0.99647599
                   509.2                       0.9960572
                   511.8                      0.99565311
                   514.4                      0.99541092
                     517                      0.99536374
                   519.6                      0.99539986
                   522.2                      0.99532949
                   524.8                      0.99500744
                   527.4                      0.99443758
                     530                      0.99378626
                   532.6                      0.99327824
                   535.2                      0.99303633
                   537.8                      0.99298183
                   540.4                      0.99286937
                     543                      0.99243614
                   545.6                      0.99158045
                   548.2                      0.99045798
                   550.8                      0.98940363
                   553.4                      0.98869796
                     556                      0.98833832
                   558.6                      0.98799152
                   561.2                      0.98716397
                   563.8                      0.98550656
                   566.4                      0.98309664
                     569                      0.98047046
                   571.6                      0.97825718
                   574.2                      0.97660912
                   576.8                       0.9748594
                   579.4                      0.97165073
                     582                      0.96557856
                   584.6                       0.9563902
                   587.2                      0.94611205
                   589.8                       0.9383515
                   592.4                      0.93566012
                     595                      0.93806875
                   597.6                      0.94403235
                   600.2                      0.95174351
                   602.8                      0.95959863
                   605.4                      0.96617808
                     608                      0.97032834
                   610.6                      0.97153321
                   613.2                      0.97026227
                   615.8                      0.96778775
                   618.4                       0.9654416
                     621                      0.96388645
                   623.6                      0.96290691
                   626.2                       0.9617149
                   628.8                       0.9594925
                   631.4                      0.95589569
                     634                      0.95126175
                   636.6                      0.94635452
                   639.2                      0.94179868
                   641.8                      0.93763067
                   644.4                      0.93327138
                     647                      0.92788705
                   649.6                      0.92090269
                   652.2                      0.91236552
                   654.8                       0.9028947
                   657.4                      0.89318866
                     660                      0.88344821
                   662.6                      0.87315859
                   665.2                      0.86135901
                   667.8                      0.84721276
                   670.4                      0.83053535
                     673                      0.81189584
                   675.6                      0.79214014
                   678.2                      0.77165101
                   680.8                      0.74994259
                   683.4                      0.72590908
                     686                      0.69853478
                   688.6                      0.66761759
                   691.2                      0.63396663
                   693.8                      0.59883235
                   696.4                      0.56295701
                     699                      0.52605433
                   701.6                      0.48716629
                   704.2                      0.44557777
                   706.8                      0.40162118
                   709.4                      0.35674421
                     712                      0.31270969
                   714.6                      0.27054617
                   717.2                      0.23017606
                   719.8                      0.19107462
                   722.4                       0.1535153
                     725                      0.11972781
                   727.6                     0.094570438
                   730.2                     0.084197946
                   732.8                     0.089827733
                   735.4                      0.10556682
                     738                      0.12593439
                   740.6                      0.14851782
                   743.2                      0.17217161
                   745.8                      0.19579088
                   748.4                      0.21823612
                     751                      0.23873649
                   753.6                      0.25714729
                   756.2                      0.27385148
                   758.8                      0.28939083
                   761.4                       0.3040771
                     764                      0.31783208
                   766.6                      0.33032097
                   769.2                      0.34125608
                   771.8                      0.35062857
                   774.4                      0.35872035
                     777                      0.36592692
                   779.6                      0.37251935
                   782.2                      0.37851069
                   784.8                      0.38370636
                   787.4                      0.38789155
                     790                      0.39101099
                   792.6                      0.39322159
                   795.2                       0.3947986
                   797.8                      0.39596767
                   800.4                      0.39677931
                     803                      0.39711111
                   805.6                      0.39678577
                   808.2                      0.39571971
                   810.8                       0.3939939
                   813.4                      0.39180983
                     816                      0.38936202
                   818.6                      0.38672354
                   821.2                      0.38381769
                   823.8                      0.38049692
                   826.4                      0.37666751
                     829                      0.37236854
                   831.6                      0.36775771
                   834.2                      0.36301107
                   836.8                      0.35821476
                   839.4                      0.35332168
                     842                      0.34820505
                   844.6                      0.34276748
                   847.2                      0.33702482
                   849.8                      0.33110707
                   852.4                      0.32517691
                     855                      0.31932457
                   857.6                      0.31351778
                   860.2                      0.30763822
                   862.8                      0.30158265
                   865.4                      0.29534745
                     868                      0.28904101
                   870.6                      0.28281049
                   873.2                      0.27674043
                   875.8                      0.27079646
                   878.4                      0.26485605
                     881                      0.25880232
                   883.6                       0.2526116
                   886.2                      0.24636891
                   888.8                      0.24020141
                   891.4                      0.23417921
                     894                      0.22825608
                   896.6                      0.22229639
                   899.2                       0.2161666
                   901.8                      0.20982229
                   904.4                      0.20332666
                     907                      0.19678783
                   909.6                      0.19026166
                   912.2                      0.18369134
                   914.8                      0.17693295
                   917.4                      0.16984033
                     920                      0.16235457
                   922.6                      0.15452375
                   925.2                      0.14644576
                   927.8                      0.13817485
                   930.4                      0.12966114
                     933                       0.1207706
                   935.6                      0.11136751
                   938.2                       0.1014026
                   940.8                     0.090942913
                   943.4                     0.080134459
